,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-134398.0309,-32550.6426,122,269040.0618,269047.2641,269816.4749,101.4454,46.2823,-134398.041145,2
2,lopho,10,rcluster,-134397.0390625,AIC,269038.078125,8,2,-134394.1962,-30670.2402,122,269032.3923,269039.5946,269808.8054,100.9537,46.6774,-134394.471426,6
3,lopho,10,rcluster,-134400.484375,BIC,269813.017833,9,1,-134397.6751,-32550.6426,121,269037.3501,269044.4336,269807.3992,101.4145,46.3309,-134398.316340,4
4,lopho,10,rcluster,-134397.0390625,AICc,269045.280429,8,2,-134394.1962,-30670.2402,122,269032.3923,269039.5946,269808.8054,100.9537,46.6774,-134394.471426,6
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-53726.9381,-15706.5162,48,107549.8762,107551.9485,107825.8230,36.1874,NA,-53726.759025,0
6,myria,10,rcluster,-53721.7172851562,AIC,107547.43457,5,5,-53720.3874,-13309.5969,52,107544.7749,107547.2074,107843.7172,36.0701,12.1184,-53720.350464,0
7,myria,10,rcluster,-53729.5078125,BIC,107823.213518,9,1,-53727.8331,-15706.5162,47,107549.6662,107551.6530,107819.8641,35.8947,11.8438,-53728.310336,2
8,myria,10,rcluster,-53721.7172851562,AICc,107549.86705,5,5,-53720.3880,-13309.5969,52,107544.7760,107547.2085,107843.7184,36.0710,12.1176,-53720.350484,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-282343.4086,-70306.0011,122,564930.8172,564934.3090,565793.7409,101.8647,45.9799,-282343.730716,6
10,myria,20,noPart,noPart,noPart,noPart,noPart,0,-106376.2290,-33739.3746,48,212848.4579,212849.4687,213158.3438,36.6532,11.9140,-106376.251274,2
11,myria,20,rcluster,-106365.166992188,AIC,212842.333984,12,8,-106364.6911,-28138.5034,56,212841.3821,212842.7562,213202.9156,36.6958,11.9482,-106364.770040,2
12,myria,20,rcluster,-106377.4609375,BIC,213152.351801,19,1,-106376.7666,-33739.3746,47,212847.5331,212848.5024,213150.9631,36.5155,11.8665,-106376.868480,2
13,myria,20,rcluster,-106365.166992188,AICc,212843.70807,12,8,-106364.7608,-28138.5034,56,212841.5216,212842.8957,213203.0551,36.7101,11.9484,-106365.150937,6
14,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-578361.3951,-155705.2749,122,1156966.7902,1156968.4208,1157921.6955,99.4583,43.7055,-578361.519287,0
15,myria,40,noPart,noPart,noPart,noPart,noPart,0,-216049.1728,-73130.6417,48,432194.3457,432194.8407,432538.2420,36.5546,12.0247,-216049.331920,2
16,myria,40,rcluster,-216025.934570312,AIC,432165.869141,31,9,-216025.8530,-61373.8085,57,432165.7061,432166.4025,432574.0829,36.3854,12.0276,-216025.953058,2
17,myria,40,rcluster,-216036.471191406,BIC,432522.003169,37,3,-216036.2609,-68840.5758,49,432170.5218,432171.0375,432521.5826,36.2450,11.9873,-216036.427103,2
18,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1138768.3525,-313712.6716,122,2277780.7050,2277781.5435,2278816.3554,99.2935,43.3986,-1138768.546704,0
19,myria,80,noPart,noPart,noPart,noPart,noPart,0,-434006.1404,-155371.5197,48,868108.2808,868108.5278,868485.4180,37.6616,11.9833,-434006.111897,0
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
